ISWC;workId;title;creators;source;date
;5373801;DON T TRUST HIM;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;4994788;DON T WANT TO WANT YOU;FLAVELL JESSE HEATH, FURLER SIA KATE I;BMI;2024.9.11
;13767986;DONT LOOK AT ME;BRAIDE CHRISTOPHER KENNETH, FURLER SIA KATE I, JACKSON CHEYENNE DAVID;BMI;2024.9.11
;4994790;DOUBLE;FLAVELL JESSE HEATH, FURLER SIA KATE I;BMI;2024.9.11
;8090203;DREAMING;BINNS HENRY DANIEL, FURLER SIA KATE I, HARDAKER SAM;BMI;2024.9.11
;17473003;DRESSED IN BLACK;FURLER SIA KATE I, KURSTIN GREGORY ALLEN, MICHAELS GRANT PHILLIP;BMI;2024.9.11
;4995362;DRINK TO GET DRUNK;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;8088395;DUET;FURLER SIA KATE I, MENDEZ LESTER A, NOONAN KATIE ANNE;BMI;2024.9.11
;25273037;DUSK TILL DAWN;FURLER SIA KATE I, KURSTIN GREG, MALIK ZAIN JAVADD, ORIET ALEXANDER, PHELAN DAVID ANTHONY;BMI;2024.9.11
;49538793;DYNAMITE FEAT SIA;FURLER SIA KATE I, HENRIQUES SEAN PAUL, KURSTIN GREG, LODGE NYANN RAYMOND, RASTOGI YANNICK, RAYMOND ZACHARIE ALEXANDRE;BMI;2024.9.11
;54610266;DYNAMITE FEAT SIA AND MISS LAFAMILIA BANX AND RANX REMIX;BLAKE FARRA HEIDI MONICA O HANLON DOUGLAS, FURLER SIA KATE I, HENRIQUES SEAN PAUL, KURSTIN GREG, LAYTON CHRISTOPHER JAMES OSBORN, LODGE NYANN RAYMOND, RASTOGI YANNICK, RAYMOND ZACHARIE ALEXANDRE;BMI;2024.9.11
;24965412;EASY;FURLER SIA KATE I, MCKENZIE TIMOTHY LEE;BMI;2024.9.11
;9417912;ELECTRIC BIRD;BINNS HENRY, FURLER SIA KATE I;BMI;2024.9.11
;5374006;EVER;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;8088394;EVERYDAY;FURLER SIA KATE I, MENDEZ LESTER A;BMI;2024.9.11
;10838013;EVERYONE S CHILD;CAREY DANIEL DE MUSSENDEN, FURLER SIA KATE I;BMI;2024.9.11
;17570324;EXPERTEASED READY SET GO;FELDER WARREN, FURLER SIA KATE I, LOPEZ JENNIFER, MOSTYN STEVE, WANSEL ANDREW;BMI;2024.9.11
;7548509;FACING AWAY;DIXON SAM, FURLER SIA KATE I;BMI;2024.9.11
;4995773;FANCY ME;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;5081859;FEAR;FURLER SIA KATE I;BMI;2024.9.11
;10838010;FIGHT;CAREY DANIEL DE MUSSENDEN, FURLER SIA KATE I;BMI;2024.9.11
;17793105;FIGHT;CANDY BROOKE, FURLER SIA KATE I, SHATKIN JESSE SAMUEL;BMI;2024.9.11
;17473009;FIRE MEET GASOLINE;DIXON SAMUEL RONALD, FURLER SIA KATE I, KURSTIN GREGORY ALLEN;BMI;2024.9.11
;20493747;FLAMES;BRAIDE CHRISTOPHER KENNETH, FURLER SIA KATE I, GUETTA DAVID, TUINFORT GIORGIO H, WATTUM VAN MARCUS C;BMI;2024.9.11
;17691982;FLASHLIGHT;FURLER SIA KATE I, GUZMAN CHRISTIAN NICOLAS, MOORE JASON, SMITH SAMUEL FREDERICK;BMI;2024.9.11
;8255280;FLOWERS;CAREY DANIEL DE MUSSENDEN, FURLER SIA KATE I;BMI;2024.9.11
;21256131;FOOTPRINTS;FURLER SIA KATE I, SEETHARAM NIKHIL SHANKER, VALLE JOSHUA, WILLIAMS TYLER MATHEW CARL;BMI;2024.9.11
;12355358;FREE ME;FURLER SIA KATE I, PIANE LUCIAN MICHAEL, PLANE LUCIAN;BMI;2024.9.11
;17473016;FREE THE ANIMAL;FURLER SIA KATE I, KURSTIN GREGORY ALLEN, LEAK JASPER MAXIMILLIAN;BMI;2024.9.11
;21592270;FREEZE YOU OUT;BRAIDE CHRISTOPHER KENNETH, FURLER SIA KATE I;BMI;2024.9.11
;28861482;GALAXY;ARSENAULT RENE C, FURLER SIA KATE I, MOHLER WILLIAM JON;BMI;2024.9.11
;17099063;GAME;DOCKERY KIRBY LAUREN, FURLER SIA KATE I, TROTH JACOB MICHAEL;BMI;2024.9.11
;7548499;GARDEN;DIXON SAM, FURLER SIA KATE I;BMI;2024.9.11
;19819559;GASOLINE;BLAIR PAUL, FURLER SIA KATE I, MONSON NICHOLAS P;BMI;2024.9.11
;27367004;GENIUS;FURLER SIA KATE I, MCKENZIE TIMOTHY LEE, MECKSEPER PHILIP, PENTZ THOMAS WESLEY;BMI;2024.9.11
;29712852;GENIUS LIL WAYNE REMIX;CARTER DWAYNE, FURLER SIA KATE I, MCKENZIE TIMOTHY LEE, MECKSEPER PHILIP, PENTZ THOMAS WESLEY;BMI;2024.9.11
;5047470;GET IT TOGETHER;FLAVELL JESSE HEATH, FURLER SIA KATE I, GLOVER JEREMY THOMAS, GURTON BEN SHAUN, LANGLEY SAMUEL, ROONEY STEVEN DAVID;BMI;2024.9.11
;4995789;GET ME;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;12197528;GET OVER YOU;FURLER SIA KATE I, HITCH NEON, LEVIN BENJAMIN JOSEPH;BMI;2024.9.11
;9214380;GIRL YOU LOST TO COCAINE;ALLUM ROBERT DOUGLAS, FURLER SIA KATE I, MARTIN PHILIP J, MYER MATTHEW EDWARD TRISTRAM;BMI;2024.9.11
;25594474;GO GET IT;AJIBADE OLUWATOSIN, FURLER SIA KATE I, MECKSEPER PHILIP, PENTZ THOMAS WESLEY, PICARD CLEMENT MARIE JACQUES, PICARD MAXIME MARIE LAURENT;BMI;2024.9.11
;64727826;GO ON;BENNY BLANCO, FURLER SIA KATE I, HARRIS JASPER, HOIBERG MAGNUS AUGUST, SHATKIN JESSE SAMUEL;BMI;2024.9.11
;17290251;GODZILLIONAIRE;CANDY BROOKE, FURLER SIA KATE I, JOLIFF JIMMY, JOLLIFF IV JAMES T, SHATKIN JESSE SAMUEL;BMI;2024.9.11
;4996760;GOT TO GET TO YOU;FLAVELL JESSE HEATH, FURLER SIA KATE I;BMI;2024.9.11
;22953807;GREATEST FEAT KENDRICK LAMAR;FURLER SIA KATE I, KENDRICK LAMAR, KURSTIN GREG, MACKICHAN BLAIR NICHOLAS SOMERLED;BMI;2024.9.11
;16202727;GREEN CARD;FABRICIUS NANNA OELAND, FURLER SIA KATE I, MICHAELS GRANT PHILLIP;BMI;2024.9.11
;17719567;GUTS OVER FEAR;FURLER SIA KATE I, HAYNIE EMILE, HILL JOHN GRAHAM, MATHERS MARSHALL B, RESTO LUIS EDGARDO;BMI;2024.9.11
;15637873;HANDS I HOLD;BINNS HENRY, BRUDENELL BRUCE CATHERINE ANNA, FURLER SIA KATE I, KURSTIN GREGORY ALLEN;BMI;2024.9.11
;6501367;HAPPY TO RETURN;DIXON SAMUEL RONALD, FURLER SIA KATE I;BMI;2024.9.11
;20553853;HEAD HIGH;FURLER SIA KATE I, MECKSEPER PHILIP, PENTZ THOMAS WESLEY, SWANSON ANDREW FITZGERALD;BMI;2024.9.11
;4996887;HEALING IS DIFFICULT;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;29842885;HEAVEN CAN WAIT;FURLER SIA KATE I, MCKENZIE TIMOTHY LEE, MECKSEPER PHILIP, PENTZ THOMAS WESLEY;BMI;2024.9.11
;17117557;HEAVENLY PINEAPPLE;AXELROD VICTOR, BRENNECK THOMAS R, FURLER SIA KATE I, HILL JOHN GRAHAM, MOVSHON NICHOLAS ANTHONY, STEINWEISS HOMER;BMI;2024.9.11
;23038864;HELIUM;BRAIDE CHRISTOPHER KENNETH, FURLER SIA KATE I;BMI;2024.9.11
;25620790;HELIUM DAVID GUETTA REMIX;BRAIDE CHRISTOPHER KENNETH, FURLER SIA KATE I, GUETTA DAVID, TUINFORT GIORGIO H, WALL VAN DE NICK L;BMI;2024.9.11
;48017799;HEY BOY;FURLER SIA KATE I, PURCELL CAMILLE ANGELINA, SHATKIN JESSE SAMUEL;BMI;2024.9.11
;6501421;HILLS AND PEAKS;DIXON SAMUEL RONALD, FURLER SIA KATE I;BMI;2024.9.11
;8255281;HOLD ME DOWN;CAREY DANIEL DE MUSSENDEN, FURLER SIA KATE I;BMI;2024.9.11
;12118004;HOLD ON;FURLER SIA KATE I, MERCER CHRISTOPHER WILLIAM;BMI;2024.9.11
;14226378;HOLOGRAM;FURLER SIA KATE I, GARIBAY FERNANDO;BMI;2024.9.11
;17428670;HOSTAGE;FURLER SIA KATE I, VALENSI NICK;BMI;2024.9.11
;21328747;HOUSE ON FIRE;ANTONOFF JACK MICHAEL, FURLER SIA KATE I;BMI;2024.9.11
;4996933;HOW TO BREATHE;FURLER SIA KATE I, GREENROD MARK, SALVI STEPHEN TOSELLO;BMI;2024.9.11
;4996936;HOW TO BREATHE ACAPELLA VERSION;FURLER SIA KATE I, GREENROD MARK, SALVI STEPHEN TOSELLO;BMI;2024.9.11
;4996944;HURT A LITTLE LESS;FLAVELL JESSE HEATH, FURLER SIA KATE I;BMI;2024.9.11
;10838006;HURTING ME NOW;FURLER SIA KATE I, KURSTIN GREG;BMI;2024.9.11
;11550516;I AM;AGUILERA CHRISTINA, DIXON SAMUEL RONALD, FURLER SIA KATE I;BMI;2024.9.11
;12355357;I AM FOUND;DIXON SAM, FURLER SIA KATE I;BMI;2024.9.11
;12943772;I AM STRIPPED;AGUILERA CHRISTINA, DIXON SAMUEL RONALD, FURLER SIA KATE I;BMI;2024.9.11
;6254669;I DON T LOVE ME;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;6254671;I DON T WANT TO PLAY;FURLER SIA KATE I, KERSHAW NIK;BMI;2024.9.11
;68312586;I HAD A HEART;FURLER SIA KATE I, SHATKIN JESSE SAMUEL, VILA TOBELLA ROSALIA;BMI;2024.9.11
;14226380;I KEEP HOLDING ON;FURLER SIA KATE I, GARIBAY FERNANDO;BMI;2024.9.11
;4997001;I LL LIVE YOUR DREAM;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;6254674;I LOVE EVERYTHING;FURLER SIA KATE I, HARWOOD MICHAEL STEWART, PRIESTMAN HENRY CHRISTIAN DENT;BMI;2024.9.11
;13646608;I LOVE IT;FRANCIS BARRY JOHN M, FURLER SIA KATE I, LAMBERT MATTHEW DAVID, SMITH DANIEL HOWE;BMI;2024.9.11
;10837999;I M IN HERE;DIXON SAMUEL RONALD, FURLER SIA KATE I;BMI;2024.9.11
;4997019;I M NOT IMPORTANT TO YOU;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;6254696;I M THE LAST ONE STANDING;FURLER SIA KATE I, LIPSEY JONATHAN DAVID;BMI;2024.9.11
;6254701;I VE BEEN STUNG;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
;12760551;I WILL GET OVER YOU;AHN PRISCILLA, FURLER SIA KATE I;BMI;2024.9.11
;13767992;IDENTITY;ANDERSON TIMOTHY PAUL, FURLER SIA KATE I, JACKSON CHEYENNE DAVID;BMI;2024.9.11
;8090207;IF I CAN T HAVE YOU;BINNS HENRY DANIEL, FURLER SIA KATE I, HARDAKER SAM, MADDEN DAVID;BMI;2024.9.11
;16926978;IF YOU SAY SO;BRAIDE CHRISTOPHER KENNETH, FURLER SIA KATE I, MICHELE LEA;BMI;2024.9.11
;27793958;INCREDIBLE;FURLER SIA KATE I, MCKENZIE TIMOTHY LEE;BMI;2024.9.11
;24965502;INSECURE;FURLER SIA KATE I, MCKENZIE TIMOTHY LEE;BMI;2024.9.11
;5085608;INSIDIOUSLY;FRANK SAMUEL JAMES, FURLER SIA KATE I;BMI;2024.9.11
